shelfarea,distancetoexit,cannedgoods,othergoods,icecream,floordiff,traveltime,ftewovertime
71.77,2841.73,3521.307188,3521.307188,0,0,0,104880
71.77,2841.73,2372.710104,2372.710104,0,0,0,104880
71.77,2841.73,2029.351784,2029.351784,0,0,0,70320
71.77,2841.73,2550.394161,2550.394161,0,0,0,58800
71.77,2841.73,3392.128533,3392.128533,0,0,0,47280
71.77,2841.73,1831.584187,1831.584187,0,0,0,58800
71.77,2841.73,312.2893379,312.2893379,0,0,0,35760
71.77,2841.73,1924.246392,1924.246392,0,0,0,58800
71.77,2841.73,1132.021614,1132.021614,0,0,0,58800
71.77,2841.73,3499.549379,3499.549379,0,0,0,93360
71.77,2841.73,1921.285886,1921.285886,0,0,0,58800
71.77,2841.73,3093.101541,3093.101541,0,0,0,93360
1063.523,272.415,111.4568172,109.4159387,787.471625,0,0,24240
194.21,125.0042,281.4430353,343.4684866,644.5849167,0,0,24240
1085.215,567.5376,109.3969903,146.565318,692.6472083,0,0,24240
339.5472,274.32,329.0393968,168.119424,549.5428333,0,0,30000
152.1968,347.1672,300.4527917,435.15,809.4877083,0,0,24240
654.177,1738.4776,498.1632412,575.1972471,1641.770792,0,0,30000
233.426,237.4392,683.8965247,507.1586576,896.3715,0,0,24240
360.8324,22.84866144,624.3216806,533.7555557,1013.53675,0,0,30000
331.7748,458.0128,424.3790548,318.2562439,538.71375,0,0,24240
263.7028,18.5625486,1012.697794,1014.802611,1387.816292,0,0,35760
286.3342,16.7128952,278.9624821,477.6242244,1235.980167,0,0,30000
599.6178,365.4298,318.8864444,297.6855658,645.9405,0,0,24240
466.8012,36.7284,225.0958561,280.2599247,939.2294167,1,0,12720
421.005,511.9116,360.4102609,371.155596,1104.2415,0,0,24240
379.0696,474.5736,428.2611562,335.076383,685.4295,0,0,24240
660.7048,1056.9956,418.7460388,439.862447,819.20625,0,0,28041.6
459.0288,413.4612,200.8562736,140.9955688,337.4350417,0,0,24240
500.1768,354.584,467.2853819,552.677418,1101.303917,0,0,30000
468.0712,30.5195986,370.0113512,435.9344762,450.326375,1,0,24240
582.7268,510.286,873.5656927,595.3828689,1227.785833,0,0,24240
317.4238,19.2165478,348.6896494,354.7623388,728.7901667,1,0,24240
314.2234,234.6236,979.7556111,695.096669,780.9737083,0,0,24240
257.4544,1105.1414,357.942,453.0580417,550.8333333,0,0,24240
251.206,13.3658864,771.5269183,735.4439116,1187.161083,0,0,24240
668.5534,356.743,486.8081103,437.2069842,1034.8965,2,0,24240
423.9514,474.9292,566.2794085,856.2638955,2547.56975,1,0,35760
365.6584,503.1994,223.6536583,185.6959029,354.6227917,0,0,35760
506.8824,825.246,379.3928003,425.9360036,959.3225833,0,0,35760
355.9048,123.1392,129.1999824,164.9936823,922.0821667,0,0,24240
219.075,628.0434,579.909189,311.0166801,835.228,0,0,24240
185.2676,19.7564756,647.6500431,472.2351593,2140.069542,0,0,24240
484.632,262.509,343.602742,231.983199,812.9329167,0,0,24240
265.4808,429.8442,458.5746222,295.5997094,828.0114583,0,0,24240
270.5608,846.2772,343.7929602,445.6559726,2098.438458,0,0,30000
722.6046,696.8744,350.7651687,334.0459726,822.4635417,0,0,24240
345.6612,488.3912,180.298276,210.2696388,279.6243333,0,0,24240
393.3444,23.2918,254.2436143,295.3420389,533.0274167,1,0,24240
368.9096,381.381,627.781303,494.7201931,1124.367542,0,0,24240
466.8012,431.927,582.6547817,419.6310695,523.1220833,0,0,30000
296.494,506.349,296.1551607,402.4873393,145.840875,0,0,24240
247.7008,459.1558,464.5968614,348.3308771,812.855,0,0,24240
405.6888,490.7534,498.270382,382.6489159,1113.33875,0,0,24240
283.2354,432.9684,654.636544,580.055915,1891.081,0,0,35760
381.5588,383.667,384.5885188,425.9780922,1348.258583,0,0,24240
423.1132,492.3536,861.9194333,551.4462014,394.935625,0,0,47280
629.285,1027.582,1322.288524,945.1695027,1487.112333,0,0,41520
153.0858,298.6024,481.5159482,248.4687986,644.4742083,0,0,24240
466.852,701.2178,506.6139844,440.0921421,1760.427292,0,0,24240
356.616,436.4736,183.467323,244.0716795,787.43425,0,0,24240
527.7104,397.4846,575.8934862,786.7550197,1545.742042,0,0,35760
423.1132,475.6404,390.7316884,456.2304845,1410.846667,0,0,24240
537.0576,432.9684,211.3970079,202.0708657,522.9014583,0,0,24240
488.188,316.3824,397.2275476,506.6954131,407.9166667,0,0,24240
465.7344,379.3744,25.76736508,50.94673471,506.5377083,0,0,12720
142.2654,187.452,348.8169693,178.2552669,1311.37975,0,0,12720
349.1992,447.421,348.8169693,205.1882355,599.68,0,0,18480
211.2518,376.2502,425.9072189,291.9867472,1150.149875,0,0,18480
269.5448,442.0108,400.1345268,287.6247494,943.761,0,0,38640
1268.527,337.1088,57.78038595,72.59864458,683.1892083,0,0,12720
496.8494,156.0068,568.1786903,726.2078819,2633.283167,0,0,35760
181.9656,553.6692,317.1494264,227.4235732,1824.548125,0,0,18480
219.2528,527.9136,479.2506706,524.2493928,945.1402917,0,0,18480
522.1986,720.6742,689.4424886,394.975703,1046.473333,0,0,24240
374.9802,465.0232,776.454152,485.2071592,1314.211667,0,0,24240
667.0294,688.4416,287.1813889,249.0995786,855.0951667,0,0,24240
324.9168,316.992,578.101012,330.3330193,1973.676958,0,0,41520
450.5452,2905.867,1018.602481,836.7817653,1435.101167,0,0,35760
1111.3008,1056.6146,916.5698268,629.7071247,1996.87375,0,0,47280
211.2518,375.5898,717.4531597,830.6113252,2457.932875,0,0,41520
183.7944,29.2608,688.1732967,358.9899201,772.2368333,0,0,47280
262.509,276.4536,271.3676776,152.7854415,407.1806667,0,0,24240
993.648,525.653,202.8260102,466.7122874,677.419875,0,0,30000
522.1986,720.6742,536.4143694,352.1615127,1171.544167,0,0,24240
765.1242,885.6238,2230.165833,1551.799667,2115.017792,1,0,58800
532.5364,933.5516,517.706225,760.7457538,903.4999583,0,0,30000
466.5472,704.0372,999.7548528,778.6818058,809.4877083,0,0,35760
674.2938,933.2214,956.9266458,646.1999116,720.7474583,0,0,24240
938.4665,741.2482,3015.713278,1437.637049,619.10075,0,0,47280
625.2464,530.6568,777.9020999,601.3415258,1309.777,0,0,35760
625.2464,364.5662,1105.905457,833.7042192,770.7351667,0,0,38640
1034.0213,55.3466,605.8909902,316.0604898,533.2929167,0,0,30000
467.2584,764.9972,1544.857967,1217.874149,1074.547625,0,0,47280
898.144,5102.6822,1223.575582,1454.574967,1592.561,0,0,58800
718.0834,379.4506,877.1641492,602.8766519,240.8539583,0,0,35760
434.3908,559.9938,1163.349504,1047.942829,1153.484583,0,0,47280
877.8494,807.6946,689.0288033,583.9135581,1320.183542,0,0,28041.6
850.3666,890.8796,748.1432411,702.1693255,844.009375,0,0,35760
495.4778,23.49355728,539.8242232,465.4848823,906.5373333,0,0,47280
468.4776,431.6984,587.5545048,467.9175932,813.8739583,0,0,35760
684.3268,41.33797168,2973.149167,1950.760644,2121.497958,0,0,70320
612.6988,1393.444,1712.375091,1824.735301,1080.577792,0,0,58800
712.6224,564.0832,646.9791944,991.1802453,1518.897,0,0,35760
645.668,1157.7393,1133.135767,660.5292009,375.85175,4,0,47280
1457.5536,907.2626,3734.153144,2428.957633,2087.734417,0,0,81840
603453,836.2188,1454.849586,1328.289423,1381.006583,0,0,41520
1268.527,337.1088,1114.789071,1026.677055,1973.676958,0,0,35760
800.6334,886.2822,1070.206417,903.3559412,652.826375,0,0,47280
643.128,807.3836,2129.979722,1845.691042,2340.077792,0,0,70320
554.5836,496.824,862.5486755,717.8628736,1670.70875,0,0,35760
1111.3008,1056.6146,2354.788833,1744.792843,1423.95325,0,0,35760
313.4868,27.5419058,2920.665944,2453.113865,1679.315292,0,0,70320
878.4082,398.2974,2832.6832,2442.168594,1788.356958,0,0,58800
663.8544,44.6355724,1606.456482,1126.489902,1087.30675,0,0,35760
194.31,125.0042,1063.938492,946.1701181,1245.276542,0,0,35760
722.0712,353.568,1187.763382,718.5935373,1214.014125,0,0,47280
254.6858,2218.5702,2218.260056,1640.247118,1498.694125,0,0,53040
507.6444,6.89918864,1975.827278,1739.413033,1208.327792,0,0,53040
525.272,45.212,584.2061106,416.896288,660.4964583,0,0,24240
641.604,605.0788,1372.801259,809.7322209,559.0845,0,0,35760
627.1768,460.248,328.4689795,443.8390345,610.7915,0,0,35760
405.1554,21.516975,2022.650105,1542.729199,1630.278583,0,0,53040
775.0302,564.6629,1384.172804,1497.469443,1465.052,0,0,47280
521.8176,3141.579,2534.279056,1687.955589,2843.737,0,0,53040
438.15,688.7464,498.0799266,518.6808895,271.6443333,0,0,27120
412.496,1059.4594,922.1640694,1076.992795,1594.940667,0,0,47280
342.5444,195.8848,1332.318405,1263.144546,1674.225917,0,0,51081.6
858.5962,822.8076,952.5460999,936.8350885,1682.438542,0,0,47280
742.2896,667.2072,3099.397611,2056.122988,1735.353167,1,0,58800
397.383,28.504769,340.0733541,538.6044372,502.2775417,0,0,35760
397.383,747.014,814.2707406,519.0337261,870.156125,0,0,30000
466.8012,431.927,1646.810513,1040.645406,1655.199917,0,0,47280
328.7522,681.228,785.1490326,601.9863821,735.634125,0,0,35760
372.6688,632.079,1149.439944,1000.345925,1120.959542,0,0,41520
800.6334,886.2822,2232.805167,1719.241313,2165.872417,0,0,53040
1149.9596,2757.424,1717.487333,1412.022181,1720.901833,0,0,53040
704.5452,837.946,3547.519833,2406.874327,2273.208583,0,0,70320
505.3076,12.24771744,518.7950217,871.3620985,1315.767375,0,0,35760
692.404,2546.8072,2943.682674,1769.042864,1517.740542,0,0,53040
426.6692,41.4623504,1717.744444,1623.117402,2378.5805,0,0,53040
840.232,866.6988,1256.057065,1195.077921,1424.50325,0,0,35760
634.0856,514.5024,1913.20772,314.087334,201.258125,0,0,35760
1499.26,370.84,766.9694234,855.5745754,954.8312917,0,0,35760
677.672,701.2178,817.9096674,824.171456,1907.204292,0,0,24240
345.694,381.9144,368.4858546,290.2324107,826.2870417,0,0,24240
562.991,544.6776,477.0865468,478.5237021,923.96975,0,0,35760
381.633984,793.0896,1127.07859,788.1506083,929.9350833,0,0,41520
765.0988,28.0311352,697.3750479,636.5571286,440.0413333,5,0,35760
270.1544,1969.3708,986.372985,724.3621365,769.049875,0,0,35760
1388.847,184.2407,329.614996,254.544787,321.9195833,0,0,24240
618.1344,336.4992,1083.607269,728.7532743,1331.168167,0,0,35760
1490.472,335.1136,637.3023306,521.2046629,783.2433333,0,0,24240
808.3042,1541.399,770.5891641,600.8890461,644.5849167,0,0,35760
394.843,441.0456,2717.23835,725.5210723,363.3004167,0,0,41520
438.4294,418.2618,336.9465729,367.1100573,212.4467917,0,0,35760
517.4488,644.652,426.2543679,556.4580786,753.8385833,0,0,39561.6
552.958,480.3648,499.6458705,361.4001069,855.2295,0,0,35760
694.3217,74.3966,958.3588567,865.2969873,791.218875,0,0,47280
850.3666,845.7184,718.9064308,1009.622264,1505.85725,0,0,35760
789.0256,828.1162,775.5956111,693.3002686,1270.514667,0,0,38640
698.4746,1017.016,581.4087694,653.3885679,1046.98925,0,0,24240
531.4188,761.5936,638.2289113,764.8707815,1318.456292,0,0,35760
472.313,303.1236,1083.346568,1024.572332,2189.549833,0,0,35760
364.8456,608.076,1111.854595,1291.324698,2409.840917,0,0,24240
825.3476,1099.2612,670.9655951,572.4072753,1120.116417,0,0,35760
4436.313,562.9656,898.3783922,1224.157843,594.9210417,0,0,47280
1391.158,268.6029,348.51653,366.2670896,725.21025,0,0,24240
450.5452,2905.867,401,443.6333333,407.9166667,0,0,24240
584.9112,788.2128,870.8012487,694.3917665,1154.185583,0,0,35760
676.0718,1112.774,432.8578958,387.5050612,505.629375,0,0,24240
115.7986,125.3744,238.6615,341.1084167,104.118625,0,0,35760
362.6104,398.9832,188.1990162,138.1211785,426.864,0,0,24240
530.2377,39.9542,872.2647491,699.730247,1416.146458,0,0,30000
379.0696,612.4956,590.2484,750.5575,973.5642083,0,0,35760
789.0256,828.1162,711,869.5,190.5416667,0,0,35760
438.0992,190.1952,562.8917288,140.570494,369.853,0,0,12720
98.0186,539.1244,5.071428571,37.8112381,377.67775,0,0,12720
133.1976,805.8482,543.557887,196.2638314,988.42675,0,0,18480
327.279,146.5072,423.9851111,235.6822065,1410.380375,0,0,12720
333.4766,523.0876,478.0387624,241.3411246,869.4383333,2,0,18480
334.1116,403.5044,302.3234236,157.7787199,434.9107917,2,0,16521.6
370.0272,237.363,300.5265598,191.2117706,1444.63475,0,0,18480
680.5422,196.088,134.7013121,120.7241595,650.6805833,0,0,12720
247.2182,663.3972,590.1721904,253.0262838,1025.557167,0,0,24240
383.8448,341.376,218.8490465,59.87920041,143.6515833,3,0,16521.6
442.7982,162.3314,438.5876528,223.81271,1670.147,3,0,16521.6
240.8936,94.8944,445.4502301,228.7871363,1041.740708,1,0,12720
124.4854,153.8732,281.6693458,100.3519242,623.041875,0,0,12720
605.2312,577.7738,510.9486111,320.5533493,956.1408333,0,0,16521.6
272.6182,25.3746,261.6681427,83.93922127,406.6967917,0,0,12720
157.5816,398.399,828.1645196,356.6171013,1239.786375,0,0,12720
258.11,1267.2,182.1058528,240.5710334,628.641,0,0,24240
258.11,1267.2,499.8171127,866.169143,568.2817917,0,0,24240
258.11,1267.2,181.173306,365.136892,764.906875,0,0,27120
258.11,1267.2,180.271641,204.6946922,561.1677083,0,0,24240
258.11,1267.2,214.5075221,1052.916168,961.089375,0,0,47280
258.11,1267.2,236.8025062,868.5996774,1270.875,0,0,38640
258.11,1267.2,114.2757167,448.4189736,671.803,0,0,24240
258.11,1267.2,556.8117526,811.4885027,1218.868875,0,60,24240
258.11,1267.2,249.6661686,556.9254808,1689.162875,0,0,30000
258.11,1267.2,306.9647544,639.2874747,1012.628292,0,0,24240
258.11,1267.2,405.9549744,663.4379865,1963.056125,0,0,35760
258.11,1267.2,232.6222472,449.8122251,923.763875,0,0,24240
31.26,737.2,61.68600581,77.61526929,898.3755833,0,0,6960
31.26,737.2,34.72782976,60.77998053,491.3605417,0,0,6960
31.26,737.2,350.7838129,395.5924264,803.5365,0,0,24240
31.26,737.2,62.18181847,86.98392605,741.8258333,0,0,6960
31.26,737.2,530.2327463,553.4770195,714.7807083,0,0,24240
31.26,737.2,51.52787778,74.54823957,873.9635417,0,0,6960
258.11,1267.2,479.5583472,887.7435707,1519.712958,0,0,24240
258.11,1267.2,257.2921806,393.891074,997.3975833,0,0,27120
258.11,1267.2,390.8950935,701.0699315,1569.671208,0,0,24240
258.11,1267.2,309.0007635,620.9616908,764.8732917,0,0,30000
258.11,1267.2,278.4436538,499.1212643,1129.356833,0,0,24240
258.11,1267.2,70.38788333,220.1715779,209.2789167,0,0,18480
258.11,1267.2,57.47933939,281.5648541,217.796875,0,0,24240
258.11,1267.2,31.45666667,261.0595397,172.236125,0,0,27120
31.26,737.2,99.32348889,141.9189778,337.079875,0,0,12720
258.11,1267.2,181.8176238,663.6532651,696.1232917,0,0,24240
258.11,1267.2,171.2547841,544.830629,443.5966667,0,0,27120
31.26,737.2,82.64290476,140.8018381,376.4490833,0,0,12720
258.11,1267.2,200.3014345,384.248625,321,0,0,24240
258.11,1267.2,186.1308155,556.8063988,573.9317083,0,0,24240
31.26,737.2,98.25375,150.2123452,314.567125,0,0,12720
31.26,737.2,94.29291071,125.5599702,214.8205833,0,0,15600
258.11,1267.2,194.4972,540.6222333,475.1730417,0,0,24240
258.11,1267.2,217.8335,608.6335,229.3848333,0,0,24240
258.11,1267.2,772.020754,963.633159,1349.203917,0,0,50160
258.11,1267.2,1037.196678,2777.711394,2084.772125,0,0,38640
258.11,1267.2,827.9501477,865.5579803,1053.071208,0,0,38640
258.11,1267.2,743.3853877,1322.474187,1375.729167,0,0,35760
258.11,1267.2,355.1927288,646.6300939,1325.454667,0,0,24240
258.11,1267.2,743.1399742,605.3964063,707.4272917,0,0,27120
258.11,1267.2,242.319915,547.3835018,1113.746417,0,0,27120
258.11,1267.2,855.482799,993.8144054,3481.027333,0,0,41520
258.11,1267.2,1083.562461,1471.560865,1775.669833,0,0,47280
258.11,1267.2,284.450935,524.090965,1090.696292,0,0,30000
258.11,1267.2,216.6628231,244.0751603,810.832125,0,0,21360
258.11,1267.2,576.7621604,749.5149829,1108.402167,0,0,24240
258.11,1267.2,147.3368524,393.587797,662.644875,0,0,24240
258.11,1267.2,293.050027,586.9955302,1590.466417,0,0,27120
258.11,1267.2,467.7966381,648.0893679,1967.568708,0,0,35760
258.11,1267.2,621.8840265,1094.108525,484.645125,0,0,35760
258.11,1267.2,555.0719063,687.0175001,946.5974583,0,0,30000
258.11,1267.2,592.8066694,717.2741799,1948.5585,0,0,30000
258.11,1267.2,319.7602113,874.6889315,912.5152917,0,0,35760
258.11,1267.2,212.5642643,941.8321153,1108.714125,0,0,27120
258.11,1267.2,910.131616,1384.501802,2394.099333,0,0,53040
258.11,1267.2,212.2134477,648.9743863,1418.307917,0,0,27120
258.11,1267.2,515.9251587,884.2921747,2274.676208,0,0,30000
258.11,1267.2,582.9602113,1727.228063,1459.819458,0,0,53040
258.11,1267.2,304.6470384,411.4705884,630.153375,0,0,30000
258.11,1267.2,655.2339903,843.6371413,965.327625,0,0,30000
258.11,1267.2,973.0340432,1286.601165,1575.98525,0,0,35760
258.11,1267.2,556.9685872,888.0036159,1554.008083,0,0,30000
